_year,_category,_parsed_date,company,subject,description,heading,title,announcementType,type,date,announcementDate,publishedDate,createdDate,id,announcementId,announcementCategory,category,remarks,_date_field
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,31 Dec 2024 04:41:39 PM,24289,28679,NEW LISTINGS RELATED NOTICES,59,"ASIA ASSET FINANCE PLC (“COMPANY”)– ISSUANCE OF 20,000,000 LISTED, RATED, UNSECURED, SENIOR, REDEEMABLE DEBENTURES - 2024",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Dec 2024 05:00:11 PM,24048,28381,NEW LISTINGS RELATED NOTICES,59,"ABANS PLC (“THE COMPANY”) – LISTED, RATED, UNSECURED, SENIOR, REDEEMABLE DEBENTURES",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,06 Dec 2024 03:55:02 PM,23913,28197,NEW LISTINGS RELATED NOTICES,59,"Asia Asset Finance PLC (“Company”) – Issuance of 20,000,000 Listed, Rated, Unsecured, Senior, Redeemable Debentures - 2024",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Dec 2024 04:58:51 PM,23903,28185,NEW LISTINGS RELATED NOTICES,59,"NATIONAL DEVELOPMENT BANK PLC – ISSUANCE OF 50,000,000 BASEL III COMPLIANT, LISTED, RATED, UNSECURED, SUBORDINATED, REDEEMABLE DEBENTURES WITH A NON-VIABILITY CONVERSION FEATURE - 2024",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Dec 2024 04:58:33 PM,23902,28184,NEW LISTINGS RELATED NOTICES,59,"VALLIBEL FINANCE PLC – LISTED, RATED, SUBORDINATED, UNSECURED, REDEEMABLE DEBENTURES",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,25 Nov 2024 05:55:46 PM,23725,27969,NEW LISTINGS RELATED NOTICES,59,Abans PLC (“The Company”) – Listed Rated Unsecured Senior Redeemable Debenture issue,createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,22 Nov 2024 11:36:03 AM,23691,27927,NEW LISTINGS RELATED NOTICES,59,"NATIONAL DEVELOPMENT BANK PLC (“BANK”)– ISSUANCE OF 50,000,000 BASEL III COMPLIANT CONVERTIBLE DEBENTURES - 2024",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2024 03:20:26 PM,23557,27763,NEW LISTINGS RELATED NOTICES,59,"Vallibel Finance PLC (“The Company”) – Listed, Rated, Subordinated, Unsecured, Redeemable 
Debenture Issue",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,04 Oct 2024 12:20:31 PM,23189,27306,NEW LISTINGS RELATED NOTICES,59,"LTL HOLDINGS LIMITED- COLLECTION OF APPLICATION FORMS FROM APPLICANTS, AND MANAGEMENT OF APPLICATION FORMS",createdDate
2024,New Listings Announcements,2024-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,04 Oct 2024 08:45:56 AM,23178,27303,NEW LISTINGS RELATED NOTICES,59,"LTL HOLDINGS LIMITED - NOT PROCEEDING WITH THE IPO UNTIL SUPREME COURT MAKES A RULING ON THE INTERIM RELIEF

",createdDate
