_year,_category,_parsed_date,company,subject,description,heading,title,announcementType,type,date,announcementDate,publishedDate,createdDate,id,announcementId,announcementCategory,category,remarks,_date_field
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,24 Nov 2021 05:50:57 PM,10841,12534,NEW LISTINGS RELATED NOTICES,59,MYLAND DEVELOPMENTS LIMITED - INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,23 Nov 2021 02:05:19 PM,10829,12520,NEW LISTINGS RELATED NOTICES,59,"Sarvodaya Development Finance Ltd - IPO 2021 Oversubscribed
",createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,19 Nov 2021 09:37:30 PM,10799,12479,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED - DISCLOSURE REGARDING THE ADDENDUM TO THE PROSPECTUS OF CAPITAL ALLIANCE LIMITED,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,19 Nov 2021 08:00:25 PM,10798,12478,NEW LISTINGS RELATED NOTICES,59,hSENID BUSINESS SOLUTIONS LIMITED – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES VIA OFFER FOR SUBSCRIPTION,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2021 04:13:14 PM,10710,12387,NEW LISTINGS RELATED NOTICES,59,LANKA CREDIT AND BUSINESS FINANCE LIMITED - INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES VIA OFFER FOR SUBSCRIPTION,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2021 11:05:26 AM,10698,12371,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,09 Nov 2021 04:11:13 PM,10666,12334,NEW LISTINGS RELATED NOTICES,59,EX-PACK CORRUGATED CARTONS LIMITED (“THE COMPANY”) - INITIAL PUBLIC OFFERRING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Nov 2021 06:44:56 PM,10660,12328,NEW LISTINGS RELATED NOTICES,59,EX-PACK CORRUGATED CARTONS LIMITED-INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Nov 2021 03:06:29 PM,10653,12321,NEW LISTINGS RELATED NOTICES,59,Lanka Credit and Business Finance Limited - Equity IPO 2021 - Basis of Allotment,createdDate
2021,New Listings Announcements,2021-01-01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Nov 2021 06:14:07 PM,10629,12300,NEW LISTINGS RELATED NOTICES,59,Invitation to invest in the IPO of LANKA CREDIT AND BUSINESS FINANCE LTD,createdDate
