_year,_category,_parsed_date,company,subject,description,heading,title,announcementType,type,date,announcementDate,publishedDate,createdDate,id,announcementId,announcementCategory,category,remarks,_date_field
2021,Buy-In Board Announcements,2021-12-28 13:09:31,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Dec 2021 01:09:31 PM,11296,13049,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-27 17:13:55,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Dec 2021 05:13:55 PM,11281,13034,NEW LISTINGS RELATED NOTICES,59,VOLUNTARY SUBMISSION OF INTERIM FINANCIAL STATEMENTS OF CO-OPERATIVE INSURANCE COMPANY LIMITED,createdDate
2021,Buy-In Board Announcements,2021-12-27 13:59:04,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Dec 2021 01:59:04 PM,11272,13019,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-12-27 13:08:01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Dec 2021 01:08:01 PM,11270,13017,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-23 17:02:34,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,23 Dec 2021 05:02:34 PM,11240,12976,NEW LISTINGS RELATED NOTICES,59,MYLAND DEVELOPMENTS LIMITED - INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES VIA OFFER FOR SUBSCRIPTION,createdDate
2021,New Listings Announcements,2021-12-22 09:07:31,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,22 Dec 2021 09:07:31 AM,11218,12953,NEW LISTINGS RELATED NOTICES,59,Kapruka Holdings Limited - lnitial Public Offering,createdDate
2021,Buy-In Board Announcements,2021-12-21 13:06:39,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,21 Dec 2021 01:06:39 PM,11200,12935,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-20 16:41:16,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,20 Dec 2021 04:41:16 PM,11191,12923,NEW LISTINGS RELATED NOTICES,59,"FIRST CAPITAL TREASURIES PLC (“THE COMPANY”) – INITIAL PUBLIC OFFERING OF ORDINARY VOTING 
SHARES VIA OFFER FOR SALE",createdDate
2021,New Listings Announcements,2021-12-20 14:43:33,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,20 Dec 2021 02:43:33 PM,11179,12908,NEW LISTINGS RELATED NOTICES,59,HELA APPAREL HOLDINGS LIMITED (THE COMPANY) – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-12-20 13:53:02,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,20 Dec 2021 01:53:02 PM,11172,12902,NEW LISTINGS RELATED NOTICES,59,CO-OPERATIVE INSURANCE COMPANY LIMITED-INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES (OVERSUBSCRIBED),createdDate
2021,Buy-In Board Announcements,2021-12-20 13:04:12,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,20 Dec 2021 01:04:12 PM,11170,12899,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-17 19:32:54,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Dec 2021 07:32:54 PM,11155,12873,NEW LISTINGS RELATED NOTICES,59,MYLAND DEVELOPMENTS LIMITED – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES RE: BASIS OF ALLOTMENT,createdDate
2021,New Listings Announcements,2021-12-17 13:50:12,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Dec 2021 01:50:12 PM,11147,12864,NEW LISTINGS RELATED NOTICES,59,hSENID BUSINESS SOLUTIONS LIMITED,createdDate
2021,New Listings Announcements,2021-12-17 13:50:01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Dec 2021 01:50:01 PM,11146,12863,NEW LISTINGS RELATED NOTICES,59,Myland Development Limited - IPO (Summary of applications),createdDate
2021,Buy-In Board Announcements,2021-12-17 13:05:26,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Dec 2021 01:05:26 PM,11145,12862,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-12-16 13:04:29,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,16 Dec 2021 01:04:29 PM,11127,12841,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-16 10:17:50,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,16 Dec 2021 10:17:50 AM,11125,12839,NEW LISTINGS RELATED NOTICES,59,LOLC General Insurance Limited IPO - Oversubscribed,createdDate
2021,New Listings Announcements,2021-12-16 09:20:41,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,16 Dec 2021 09:20:41 AM,11124,12838,NEW LISTINGS RELATED NOTICES,59,FIRST CAPITAL TREASURIES PLC IPO - BASIS OF ALLOTMENT,createdDate
2021,New Listings Announcements,2021-12-15 18:57:18,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,15 Dec 2021 06:57:18 PM,11122,12837,NEW LISTINGS RELATED NOTICES,59,"FIRST CAPITAL TREASURIES PLC - INITIAL PUBLIC OFFERING OF ORDINARY
VOTING SHARES",createdDate
2021,Buy-In Board Announcements,2021-12-15 13:06:21,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,15 Dec 2021 01:06:21 PM,11106,12817,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-15 11:58:42,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,15 Dec 2021 11:58:42 AM,11103,12813,NEW LISTINGS RELATED NOTICES,59,hSENID Business Solutions Limited IPO 2021- Announcement on over subscription,createdDate
2021,New Listings Announcements,2021-12-14 17:01:53,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,14 Dec 2021 05:01:53 PM,11091,12799,NEW LISTINGS RELATED NOTICES,59,hSenid Business Solutions Limited - Equity IPO 2021 -Number of applications,createdDate
2021,Buy-In Board Announcements,2021-12-14 13:05:49,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,14 Dec 2021 01:05:49 PM,11081,12795,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-13 18:14:26,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Dec 2021 06:14:26 PM,11074,12783,NEW LISTINGS RELATED NOTICES,59,"CAPITAL ALLIANCE LIMITED (“THE COMPANY”) – INITIAL PUBLIC OFFERING OF ORDINARY VOTING
SHARES VIA OFFER FOR SUBSCRIPTION ",createdDate
2021,New Listings Announcements,2021-12-13 14:05:45,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Dec 2021 02:05:45 PM,11070,12775,NEW LISTINGS RELATED NOTICES,59,KAPRUKA HOLDINGS LIMITED (“THE COMPANY”) – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-12-13 14:05:28,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Dec 2021 02:05:28 PM,11069,12774,NEW LISTINGS RELATED NOTICES,59,CO-OPERATIVE INSURANCE COMPANY LIMITED (“THE COMPANY”)-INITIAL PUBLIC OFFERING,createdDate
2021,New Listings Announcements,2021-12-10 12:06:59,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,10 Dec 2021 12:06:59 PM,11040,12750,NEW LISTINGS RELATED NOTICES,59,SARVODAYA DEVELOPMENT FINANCE LIMITED (“THE COMPANY”) – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES VIA OFFER FOR SUBSCRIPTION,createdDate
2021,Buy-In Board Announcements,2021-12-08 13:05:27,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Dec 2021 01:05:27 PM,11022,12729,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-08 10:16:00,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Dec 2021 10:16:00 AM,11019,12726,NEW LISTINGS RELATED NOTICES,59,MYLAND DEVELOPMENTS LIMITED – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES (OVERSUBSCRIBED),createdDate
2021,New Listings Announcements,2021-12-07 09:46:54,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,07 Dec 2021 09:46:54 AM,11000,12711,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED IPO - FINAL FIGURES IN RESPECT OF THE APPLICATIONS PROCESSED,createdDate
2021,New Listings Announcements,2021-12-06 21:54:10,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,06 Dec 2021 09:54:10 PM,10998,12709,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED IPO - BASIS OF ALLOTMENT,createdDate
2021,New Listings Announcements,2021-12-06 10:18:34,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,06 Dec 2021 10:18:34 AM,10990,12694,NEW LISTINGS RELATED NOTICES,59,"FIRST CAPITAL TREASURIES PLC - INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES
",createdDate
2021,Buy-In Board Announcements,2021-12-03 13:04:24,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Dec 2021 01:04:24 PM,10963,12683,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-03 09:03:11,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Dec 2021 09:03:11 AM,10955,12679,NEW LISTINGS RELATED NOTICES,59,"
hSENID BUSINESS SOLUTION LIMITED- OVERSUBSCRIBED",createdDate
2021,New Listings Announcements,2021-12-02 13:54:04,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,02 Dec 2021 01:54:04 PM,10947,12667,NEW LISTINGS RELATED NOTICES,59,SARVODAYA DEVELOPMENT FINANCE LIMITED - IPO,createdDate
2021,Buy-In Board Announcements,2021-12-02 13:09:05,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,02 Dec 2021 01:09:05 PM,10945,12666,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-12-01 17:43:59,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,01 Dec 2021 05:43:59 PM,10934,12651,NEW LISTINGS RELATED NOTICES,59,"LOLC GENERAL INSURANCE LIMITED - INITIAL PUBLIC OFFER OF ORDINARY VOTING SHARES
",createdDate
2021,Buy-In Board Announcements,2021-12-01 13:07:01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,01 Dec 2021 01:07:01 PM,10929,12645,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-30 19:26:58,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,30 Nov 2021 07:26:58 PM,10916,12631,NEW LISTINGS RELATED NOTICES,59,SARVODAYA DEVELOPMENT FINANCE LIMITED - IPO,createdDate
2021,New Listings Announcements,2021-11-30 13:51:22,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,30 Nov 2021 01:51:22 PM,10904,12619,NEW LISTINGS RELATED NOTICES,59,"hSENID BUSINESS SOLUTION LIMITED-RELEASE OF INTERIM FINANCIAL STATEMENTS FOR THE PERIOD ENDED OCTOBER 31, 2021",createdDate
2021,Buy-In Board Announcements,2021-11-29 13:05:41,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,29 Nov 2021 01:05:41 PM,10887,12599,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-25 18:27:04,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,25 Nov 2021 06:27:04 PM,10856,12554,NEW LISTINGS RELATED NOTICES,59,"FIRST CAPITAL TREASURIES PLC (“THE COMPANY”) – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES
",createdDate
2021,New Listings Announcements,2021-11-25 10:19:38,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,25 Nov 2021 10:19:38 AM,10843,12537,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED-INITIAL PUBLIC OFFERING (OVERSUBSCRIBED),createdDate
2021,New Listings Announcements,2021-11-24 17:50:57,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,24 Nov 2021 05:50:57 PM,10841,12534,NEW LISTINGS RELATED NOTICES,59,MYLAND DEVELOPMENTS LIMITED - INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,Buy-In Board Announcements,2021-11-24 13:07:44,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,24 Nov 2021 01:07:44 PM,10837,12530,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-23 14:05:19,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,23 Nov 2021 02:05:19 PM,10829,12520,NEW LISTINGS RELATED NOTICES,59,"Sarvodaya Development Finance Ltd - IPO 2021 Oversubscribed
",createdDate
2021,Buy-In Board Announcements,2021-11-23 13:07:45,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,23 Nov 2021 01:07:45 PM,10828,12519,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-11-22 13:07:08,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,22 Nov 2021 01:07:08 PM,10812,12504,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-19 21:37:30,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,19 Nov 2021 09:37:30 PM,10799,12479,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED - DISCLOSURE REGARDING THE ADDENDUM TO THE PROSPECTUS OF CAPITAL ALLIANCE LIMITED,createdDate
2021,New Listings Announcements,2021-11-19 20:00:25,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,19 Nov 2021 08:00:25 PM,10798,12478,NEW LISTINGS RELATED NOTICES,59,hSENID BUSINESS SOLUTIONS LIMITED – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES VIA OFFER FOR SUBSCRIPTION,createdDate
2021,Buy-In Board Announcements,2021-11-19 13:05:35,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,19 Nov 2021 01:05:35 PM,10786,12458,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-11-17 13:04:05,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,17 Nov 2021 01:04:05 PM,10772,12444,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-11 16:13:14,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2021 04:13:14 PM,10710,12387,NEW LISTINGS RELATED NOTICES,59,LANKA CREDIT AND BUSINESS FINANCE LIMITED - INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES VIA OFFER FOR SUBSCRIPTION,createdDate
2021,Buy-In Board Announcements,2021-11-11 13:04:05,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2021 01:04:05 PM,10700,12372,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-11 11:05:26,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,11 Nov 2021 11:05:26 AM,10698,12371,NEW LISTINGS RELATED NOTICES,59,CAPITAL ALLIANCE LIMITED – INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,Buy-In Board Announcements,2021-11-10 13:07:02,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,10 Nov 2021 01:07:02 PM,10675,12353,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-09 16:11:13,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,09 Nov 2021 04:11:13 PM,10666,12334,NEW LISTINGS RELATED NOTICES,59,EX-PACK CORRUGATED CARTONS LIMITED (“THE COMPANY”) - INITIAL PUBLIC OFFERRING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-11-08 18:44:56,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Nov 2021 06:44:56 PM,10660,12328,NEW LISTINGS RELATED NOTICES,59,EX-PACK CORRUGATED CARTONS LIMITED-INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,New Listings Announcements,2021-11-08 15:06:29,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Nov 2021 03:06:29 PM,10653,12321,NEW LISTINGS RELATED NOTICES,59,Lanka Credit and Business Finance Limited - Equity IPO 2021 - Basis of Allotment,createdDate
2021,New Listings Announcements,2021-11-05 18:14:07,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Nov 2021 06:14:07 PM,10629,12300,NEW LISTINGS RELATED NOTICES,59,Invitation to invest in the IPO of LANKA CREDIT AND BUSINESS FINANCE LTD,createdDate
2021,New Listings Announcements,2021-11-05 12:28:46,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Nov 2021 12:28:46 PM,10622,12288,NEW LISTINGS RELATED NOTICES,59,EX.PACK CORRUGATED CARTONS LIMITED - RELEASE OF HALF YEARLY FINANCIAL STATEMENTS AS AT 30TH SEPTEMBER 2021,createdDate
2021,New Listings Announcements,2021-11-03 14:33:08,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Nov 2021 02:33:08 PM,10610,12274,NEW LISTINGS RELATED NOTICES,59,EX.PACK CORRUGATED CARTONS LIMITED - INITIAL PUBLIC OFFERING,createdDate
2021,Buy-In Board Announcements,2021-11-03 13:09:57,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Nov 2021 01:09:57 PM,10609,12273,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-11-03 10:53:01,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,03 Nov 2021 10:53:01 AM,10604,12272,NEW LISTINGS RELATED NOTICES,59,"EX.PACK CORRUGATED CARTONS LIMITED - INITIAL PUBLIC OFFERING (Total final figures in respect of the applications processed)
",createdDate
2021,Buy-In Board Announcements,2021-11-02 13:20:54,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,02 Nov 2021 01:20:54 PM,10590,12253,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-29 13:08:20,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,29 Oct 2021 01:08:20 PM,10551,12212,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-28 14:07:42,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Oct 2021 02:07:42 PM,10536,12192,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-28 13:12:12,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Oct 2021 01:12:12 PM,10533,12190,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-27 13:15:52,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,27 Oct 2021 01:15:52 PM,10519,12168,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-26 13:07:05,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,26 Oct 2021 01:07:05 PM,10513,12159,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-10-26 11:36:55,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,26 Oct 2021 11:36:55 AM,10512,12158,NEW LISTINGS RELATED NOTICES,59,Lanka Credit and Business Finance Ltd - IPO 2021 Oversubscribed,createdDate
2021,Buy-In Board Announcements,2021-10-25 13:04:22,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,25 Oct 2021 01:04:22 PM,10507,12152,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-22 13:06:08,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,22 Oct 2021 01:06:08 PM,10477,12132,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-10-18 20:03:49,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,18 Oct 2021 08:03:49 PM,10455,12105,NEW LISTINGS RELATED NOTICES,59,DISCLOSURE REGARDING THE ADDENDUM TO THE PROSPECTUS OF EX-PACK CORRUGATED CARTONS LIMITED,createdDate
2021,New Listings Announcements,2021-10-18 17:58:46,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,18 Oct 2021 05:58:46 PM,10454,12104,NEW LISTINGS RELATED NOTICES,59,SARVODAYA DEVELOPMENT FINANCE LIMITED-INITIAL PUBLIC OFFERING OF ORDINARY VOTING SHARES,createdDate
2021,Buy-In Board Announcements,2021-10-13 13:09:44,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Oct 2021 01:09:44 PM,10414,12053,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-10-13 12:02:22,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,13 Oct 2021 12:02:22 PM,10413,12049,NEW LISTINGS RELATED NOTICES,59,LOLC Ceylon Holdings Limited - Circular on Listing via Debenture Issue,createdDate
2021,Buy-In Board Announcements,2021-10-08 13:14:14,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,08 Oct 2021 01:14:14 PM,10374,12002,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-10-07 13:16:26,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,07 Oct 2021 01:16:26 PM,10354,11978,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-10-05 17:46:54,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Oct 2021 05:46:54 PM,10317,11940,NEW LISTINGS RELATED NOTICES,59,"LOLC CEYLON HOLDINGS LIMITED - DEBENTURE ISSUE 
RE: BASIS OF ALLOTMENT

",createdDate
2021,New Listings Announcements,2021-10-05 16:22:28,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,05 Oct 2021 04:22:28 PM,10314,11935,NEW LISTINGS RELATED NOTICES,59,"LOLC CEYLON HOLDINGS LIMITED - DEBENTURE ISSUE
RE: FINAL FIGURES IN RESPECT OF THE APPLICATIONS PROCESSED",createdDate
2021,Buy-In Board Announcements,2021-10-01 13:07:14,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,01 Oct 2021 01:07:14 PM,10271,11883,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,Buy-In Board Announcements,2021-09-30 13:14:58,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,30 Sep 2021 01:14:58 PM,10214,11814,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,New Listings Announcements,2021-09-29 18:01:04,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,29 Sep 2021 06:01:04 PM,10209,11803,NEW LISTINGS RELATED NOTICES,59,LOLC CEYLON HOLDINGS LIMITED - DEBENTURE ISSUE (OVERSUBSCRIBED),createdDate
2021,Buy-In Board Announcements,2021-09-28 13:09:10,TRADING AND MARKET SURVEILLANCE,,,,,,,,,,28 Sep 2021 01:09:10 PM,10168,11754,BUY-IN BOARD DISCLOSURES,60,,createdDate
2021,COVID Announcements,2021-07-28 15:24:21,LANKA MILK FOODS (CWE) PLC,,,,,,,,,,28 Jul 2021 03:24:21 PM,9342,10774,DISCLOSURE REGARDING IMPACT OF COVID-19 ON LISTED COMPANIES,58,,createdDate
